param-n autorewrite-noop-regression-linear-real autorewrite-noop-regression-linear-sys autorewrite-noop-regression-linear-user rewrite?-noop-regression-linear-real rewrite?-noop-regression-linear-sys rewrite?-noop-regression-linear-user ssr-rewrite?-noop-regression-linear-real ssr-rewrite?-noop-regression-linear-sys ssr-rewrite?-noop-regression-linear-user
827 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
828 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
829 0.028 0. 0.028 0.029 0. 0.029 0.001 0. 0.001
830 0.029 0. 0.029 0.028 0. 0.028 0.001 0. 0.001
831 0.029 0. 0.029 0.028 0. 0.028 0.001 0. 0.001
832 0.028 0. 0.028 0.03 0. 0.03 0.001 0. 0.001
833 0.028 0. 0.028 0.029 0. 0.029 0.001 0. 0.001
834 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
835 0.029 0. 0.029 0.028 0. 0.028 0.001 0. 0.001
836 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
837 0.029 0. 0.029 0.03 0. 0.03 0.001 0. 0.001
838 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
839 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
840 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
841 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
842 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
843 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
844 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
845 0.03 0. 0.03 0.03 0. 0.03 0.001 0. 0.001
846 0.029 0. 0.029 0.029 0. 0.029 0.001 0. 0.001
847 0.029 0. 0.029 0.03 0. 0.03 0.001 0. 0.001
848 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
849 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
850 0.03 0. 0.03 0.03 0. 0.03 0.001 0. 0.001
851 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
852 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
853 0.031 0. 0.031 0.03 0. 0.03 0.001 0. 0.001
854 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
855 0.03 0. 0.03 0.029 0. 0.029 0.001 0. 0.001
856 0.031 0. 0.031 0.03 0. 0.03 0.001 0. 0.001
857 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
858 0.03 0. 0.03 0.03 0. 0.03 0.001 0. 0.001
859 0.031 0. 0.031 0.03 0. 0.03 0.001 0. 0.001
860 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
861 0.03 0. 0.03 0.03 0. 0.03 0.001 0. 0.001
862 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
863 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
864 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
865 0.031 0. 0.031 0.03 0. 0.03 0.001 0. 0.001
866 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
867 0.03 0. 0.03 0.031 0. 0.031 0.001 0. 0.001
868 0.032 0. 0.032 0.031 0. 0.031 0.001 0. 0.001
869 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
870 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
871 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
872 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
873 0.031 0. 0.031 0.031 0. 0.031 0.001 0. 0.001
874 0.032 0. 0.032 0.031 0. 0.031 0.001 0. 0.001
875 0.032 0. 0.032 0.033 0. 0.033 0.001 0. 0.001
876 0.032 0. 0.032 0.031 0. 0.031 0.001 0. 0.001
877 0.033 0. 0.033 0.032 0. 0.032 0.001 0. 0.001
878 0.031 0. 0.031 0.033 0. 0.033 0.001 0. 0.001
879 0.032 0. 0.032 0.032 0. 0.032 0.001 0. 0.001
880 0.032 0. 0.032 0.032 0. 0.032 0.001 0. 0.001
881 0.032 0. 0.032 0.033 0. 0.033 0.001 0. 0.001
882 0.032 0. 0.032 0.032 0. 0.032 0.001 0. 0.001
883 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
884 0.031 0. 0.031 0.033 0. 0.033 0.001 0. 0.001
885 0.032 0. 0.032 0.033 0. 0.033 0.001 0. 0.001
886 0.032 0. 0.032 0.032 0. 0.032 0.001 0. 0.001
887 0.033 0. 0.033 0.032 0. 0.032 0.001 0. 0.001
888 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
889 0.032 0. 0.032 0.033 0. 0.033 0.001 0. 0.001
890 0.033 0. 0.033 0.032 0. 0.032 0.001 0. 0.001
891 0.033 0. 0.033 0.034 0. 0.034 0.001 0. 0.001
892 0.033 0. 0.033 0.032 0. 0.032 0.001 0. 0.001
893 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
894 0.032 0. 0.032 0.033 0. 0.033 0.001 0. 0.001
895 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
896 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
897 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
898 0.033 0. 0.033 0.033 0. 0.033 0.001 0. 0.001
899 0.034 0. 0.034 0.033 0. 0.033 0.001 0. 0.001
900 0.034 0. 0.034 0.034 0. 0.034 0.001 0. 0.001
901 0.033 0. 0.033 0.034 0. 0.034 0.001 0. 0.001
902 0.034 0. 0.034 0.034 0. 0.034 0.001 0. 0.001
903 0.034 0. 0.034 0.033 0. 0.033 0.001 0. 0.001
904 0.034 0. 0.034 0.033 0. 0.033 0.001 0. 0.001
905 0.034 0. 0.034 0.034 0. 0.034 0.001 0. 0.001
906 0.034 0. 0.034 0.033 0. 0.033 0.001 0. 0.001
907 0.035 0. 0.035 0.034 0. 0.034 0.001 0. 0.001
908 0.034 0. 0.034 0.034 0. 0.034 0.001 0. 0.001
909 0.033 0. 0.033 0.034 0. 0.034 0.001 0. 0.001
910 0.034 0. 0.034 0.034 0. 0.034 0.001 0. 0.001
911 0.035 0. 0.035 0.034 0. 0.034 0.001 0. 0.001
912 0.034 0. 0.034 0.035 0. 0.035 0.001 0. 0.001
913 0.035 0. 0.035 0.034 0. 0.034 0.001 0. 0.001
914 0.036 0. 0.036 0.034 0. 0.034 0.001 0. 0.001
915 0.035 0. 0.035 0.034 0. 0.034 0.001 0. 0.001
916 0.033 0. 0.033 0.034 0. 0.034 0.001 0. 0.001
917 0.035 0. 0.035 0.034 0. 0.034 0.001 0. 0.001
918 0.036 0. 0.036 0.036 0. 0.036 0.001 0. 0.001
919 0.035 0. 0.035 0.035 0. 0.035 0.001 0. 0.001
920 0.035 0. 0.035 0.035 0. 0.035 0.001 0. 0.001
921 0.034 0. 0.034 0.035 0. 0.035 0.001 0. 0.001
922 0.036 0. 0.036 0.036 0. 0.036 0.001 0. 0.001
923 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
924 0.034 0. 0.034 0.036 0. 0.036 0.001 0. 0.001
925 0.035 0. 0.035 0.035 0. 0.035 0.001 0. 0.001
926 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
927 0.035 0. 0.035 0.037 0. 0.037 0.001 0. 0.001
928 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
929 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
930 0.036 0. 0.036 0.036 0. 0.036 0.001 0. 0.001
931 0.035 0. 0.035 0.037 0. 0.037 0.001 0. 0.001
932 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
933 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
934 0.036 0. 0.036 0.036 0. 0.036 0.001 0. 0.001
935 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
936 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
937 0.035 0. 0.035 0.036 0. 0.036 0.001 0. 0.001
938 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
939 0.036 0. 0.036 0.038 0. 0.038 0.001 0. 0.001
940 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
941 0.036 0. 0.036 0.036 0. 0.036 0.001 0. 0.001
942 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
943 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
944 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
945 0.037 0. 0.037 0.036 0. 0.036 0.001 0. 0.001
946 0.036 0. 0.036 0.037 0. 0.037 0.001 0. 0.001
947 0.037 0. 0.037 0.037 0. 0.037 0.001 0. 0.001
948 0.037 0. 0.037 0.037 0. 0.037 0.001 0. 0.001
949 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
950 0.037 0. 0.037 0.037 0. 0.037 0.001 0. 0.001
951 0.038 0. 0.038 0.038 0. 0.038 0.001 0. 0.001
952 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
953 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
954 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
955 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
956 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
957 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
958 0.037 0. 0.037 0.038 0. 0.038 0.001 0. 0.001
959 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
960 0.038 0. 0.038 0.037 0.003 0.033 0.001 0. 0.001
961 0.039 0. 0.039 0.038 0. 0.038 0.001 0. 0.001
962 0.038 0. 0.038 0.04 0. 0.04 0.001 0. 0.001
963 0.038 0. 0.038 0.039 0. 0.039 0.001 0. 0.001
964 0.038 0. 0.038 0.037 0. 0.037 0.001 0. 0.001
965 0.04 0. 0.04 0.039 0. 0.039 0.001 0. 0.001
966 0.039 0. 0.039 0.038 0. 0.038 0.002 0. 0.002
967 0.038 0. 0.038 0.04 0. 0.04 0.002 0. 0.002
968 0.038 0. 0.038 0.039 0. 0.039 0.001 0. 0.001
969 0.039 0. 0.039 0.038 0. 0.038 0.001 0. 0.001
970 0.04 0. 0.04 0.038 0. 0.038 0.001 0. 0.001
971 0.04 0. 0.04 0.039 0. 0.039 0.001 0. 0.001
972 0.039 0. 0.039 0.04 0. 0.04 0.001 0. 0.001
973 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
974 0.039 0. 0.039 0.038 0. 0.038 0.001 0. 0.001
975 0.038 0. 0.038 0.038 0. 0.038 0.001 0. 0.001
976 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
977 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
978 0.038 0. 0.038 0.038 0. 0.038 0.001 0. 0.001
979 0.039 0. 0.039 0.04 0. 0.04 0.001 0. 0.001
980 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
981 0.039 0. 0.039 0.04 0. 0.04 0.001 0. 0.001
982 0.04 0. 0.04 0.04 0. 0.04 0.001 0. 0.001
983 0.04 0. 0.04 0.04 0. 0.04 0.001 0. 0.001
984 0.04 0. 0.04 0.041 0. 0.041 0.001 0. 0.001
985 0.04 0. 0.04 0.039 0. 0.039 0.001 0. 0.001
986 0.039 0. 0.039 0.04 0. 0.04 0.001 0. 0.001
987 0.041 0. 0.041 0.04 0. 0.04 0.001 0. 0.001
988 0.04 0. 0.04 0.04 0. 0.04 0.001 0. 0.001
989 0.04 0. 0.04 0.041 0. 0.041 0.001 0. 0.001
990 0.039 0. 0.039 0.04 0. 0.04 0.001 0. 0.001
991 0.04 0.003 0.036 0.04 0. 0.04 0.002 0. 0.002
992 0.04 0. 0.04 0.04 0. 0.04 0.001 0. 0.001
993 0.04 0. 0.04 0.041 0. 0.041 0.001 0. 0.001
994 0.041 0. 0.041 0.041 0. 0.041 0.001 0. 0.001
995 0.04 0. 0.04 0.041 0. 0.041 0.001 0. 0.001
996 0.041 0. 0.041 0.042 0. 0.042 0.001 0. 0.001
997 0.041 0. 0.041 0.041 0. 0.041 0.001 0. 0.001
998 0.041 0. 0.041 0.041 0. 0.041 0.001 0. 0.001
999 0.042 0. 0.042 0.042 0. 0.042 0.001 0. 0.001
1000 0.04 0. 0.04 0.041 0. 0.041 0.001 0. 0.001
1100 0.05 0. 0.05 0.05 0. 0.05 0.001 0. 0.001
1200 0.06 0. 0.059 0.059 0. 0.059 0.001 0. 0.001
1300 0.067 0. 0.067 0.069 0. 0.069 0.002 0. 0.002
1400 0.078 0. 0.078 0.078 0. 0.078 0.002 0. 0.002
1500 0.088 0. 0.088 0.088 0. 0.088 0.002 0. 0.002
1600 0.101 0. 0.101 0.101 0. 0.101 0.002 0. 0.002
1700 0.113 0. 0.113 0.113 0. 0.113 0.002 0. 0.002
1800 0.123 0. 0.123 0.124 0. 0.124 0.002 0. 0.002
1900 0.138 0. 0.138 0.138 0. 0.138 0.002 0. 0.002
2000 0.153 0. 0.153 0.151 0. 0.151 0.002 0. 0.002
2100 0.165 0.003 0.161 0.167 0. 0.167 0.002 0. 0.002
2200 0.185 0. 0.185 0.181 0. 0.181 0.002 0. 0.002
2300 0.196 0. 0.196 0.196 0. 0.196 0.002 0. 0.002
2400 0.217 0. 0.217 0.214 0. 0.214 0.002 0. 0.002
2500 0.234 0. 0.234 0.232 0. 0.232 0.002 0. 0.002
2600 0.248 0. 0.248 0.249 0. 0.249 0.002 0. 0.002
2700 0.265 0. 0.265 0.268 0. 0.268 0.002 0. 0.002
2800 0.288 0. 0.288 0.289 0. 0.289 0.002 0. 0.002
2900 0.304 0. 0.304 0.303 0. 0.303 0.002 0. 0.002
3000 0.327 0. 0.327 0.322 0. 0.322 0.002 0. 0.002
3100 0.349 0. 0.349 0.344 0. 0.344 0.002 0. 0.002
3200 0.368 0. 0.368 0.368 0. 0.368 0.002 0. 0.002
3300 0.388 0. 0.388 0.388 0. 0.388 0.002 0. 0.002
3400 0.413 0. 0.413 0.41 0. 0.41 0.002 0. 0.002
3500 0.437 0. 0.437 0.432 0. 0.432 0.002 0. 0.002
3600 0.461 0. 0.461 0.458 0. 0.458 0.002 0. 0.002
3700 0.483 0. 0.483 0.482 0. 0.482 0.003 0. 0.003
3800 0.506 0. 0.506 0.507 0.003 0.503 0.003 0. 0.003
3900 0.533 0. 0.533 0.53 0. 0.53 0.003 0. 0.003
4000 0.557 0.003 0.553 0.554 0. 0.554 0.003 0. 0.003
4100 0.586 0. 0.586 0.581 0. 0.581 0.003 0. 0.003
4200 0.613 0.004 0.609 0.612 0. 0.612 0.003 0. 0.003
4300 0.64 0. 0.64 0.64 0. 0.64 0.003 0. 0.003
4400 0.666 0.003 0.662 0.662 0. 0.662 0.003 0. 0.003
4500 0.696 0. 0.696 0.694 0. 0.694 0.003 0. 0.003
4600 0.726 0. 0.726 0.721 0.003 0.717 0.003 0. 0.003
4700 0.751 0. 0.751 0.753 0. 0.753 0.003 0. 0.003
4800 0.788 0. 0.788 0.786 0. 0.786 0.003 0. 0.003
4900 0.818 0. 0.818 0.815 0. 0.815 0.003 0. 0.003
5000 0.85 0.003 0.846 0.845 0. 0.845 0.003 0. 0.003
5500 1.017 0.003 1.013 1.012 0.008 1.004 0.003 0. 0.003
6000 1.203 0. 1.203 1.197 0.004 1.193 0.003 0. 0.003
6500 1.397 0. 1.397 1.399 0. 1.399 0.004 0. 0.004
7000 1.614 0.007 1.606 1.611 0. 1.611 0.004 0. 0.004
7500 1.846 0. 1.846 1.842 0. 1.842 0.004 0. 0.004
8000 2.084 0. 2.084 2.082 0. 2.082 0.004 0. 0.004
8500 2.347 0.003 2.343 2.344 0. 2.344 0.005 0. 0.005
9000 2.63 0. 2.63 2.631 0.007 2.623 0.005 0. 0.005
9500 2.926 0.004 2.922 2.909 0. 2.909 0.006 0. 0.006
10000 3.228 0. 3.228 3.226 0. 3.226 0.005 0. 0.005
